Employee_ID,Region,Product_Category,Sale_Amount,Sale_Date
212,East,Food,3549.88,2023-02-14 00:48:15
213,North,Clothing,4807.35,2024-02-15 12:27:18
214,East,Clothing,3975.79,2023-11-26 10:30:01
215,East,Food,814.38,2023-12-20 07:05:46
216,North,Electronics,3718.57,2022-08-11 23:02:21
217,West,Electronics,3361.67,2022-12-08 21:59:01
218,North,Sports,3265.62,2022-02-27 12:16:56
219,West,Furniture,2455.65,2022-03-06 20:56:26
220,East,Sports,406.07,2024-05-07 07:41:29
221,East,Electronics,4762.28,2024-01-29 16:50:06
222,East,Food,4274.43,2023-11-10 11:03:36
223,South,Furniture,2485.36,2023-10-24 08:23:49
224,West,Food,877.05,2023-04-04 04:53:28
225,South,Sports,4139.92,2023-06-05 14:08:57
226,South,Clothing,2210.29,2024-08-30 01:09:12
227,North,Food,2011.56,2022-01-14 15:27:47
228,South,Sports,3360.37,2023-01-16 09:02:21
229,North,Sports,3817.51,2022-01-30 15:05:43
230,North,Sports,407.92,2023-07-25 04:38:13
231,South,Clothing,3861.03,2023-03-05 06:03:11
232,West,Clothing,3696.31,2024-12-03 03:35:49
233,West,Clothing,2987.13,2024-06-20 20:20:23
234,West,Furniture,1758.25,2022-04-07 20:50:21
235,West,Clothing,907.53,2024-08-10 11:46:12
236,West,Clothing,603.0,2024-06-26 20:43:56
237,South,Clothing,105.8,2022-12-17 07:08:06
238,South,Food,1111.65,2023-06-12 15:33:38
239,East,Clothing,2115.55,2022-10-30 17:34:26
240,West,Furniture,1293.86,2022-04-10 12:45:01
241,South,Sports,1614.0,2024-04-03 13:25:23
242,East,Food,2013.22,2023-06-04 05:06:17
243,West,Electronics,1610.49,2024-11-14 21:45:09
244,North,Clothing,3650.64,2024-04-23 11:27:33
245,East,Sports,2509.46,2022-09-13 08:26:09
246,South,Sports,194.7,2023-03-08 19:14:41
247,North,Food,1210.67,2023-04-13 23:17:38
248,North,Electronics,3577.33,2024-01-06 22:10:59
249,North,Furniture,1574.56,2022-11-18 07:47:15
250,East,Sports,4608.69,2024-01-14 14:43:05
251,South,Sports,3592.05,2023-04-12 12:03:37
252,North,Sports,1520.64,2022-08-15 10:29:22
253,West,Sports,2630.41,2024-10-23 23:42:55
254,North,Food,3369.47,2023-12-11 13:54:16
255,North,Electronics,1047.49,2024-09-25 06:58:53
256,East,Sports,1306.32,2023-10-16 15:28:13
257,East,Furniture,2584.91,2022-04-25 04:41:37
258,South,Furniture,4631.98,2022-02-05 16:53:09
259,West,Clothing,1785.65,2023-12-20 06:35:12
260,East,Sports,2070.44,2024-12-27 11:05:07
261,North,Sports,1034.04,2023-09-21 08:30:01
262,South,Sports,3006.72,2023-01-17 09:39:58
263,North,Sports,3726.74,2022-11-25 07:24:36
264,North,Sports,2259.15,2023-07-01 17:24:46
265,East,Furniture,3776.22,2024-11-15 11:44:34
266,South,Electronics,1582.76,2024-11-07 22:12:18
267,West,Electronics,3564.22,2024-08-10 20:38:42
268,West,Clothing,1365.89,2023-10-11 19:46:29
269,East,Furniture,3925.18,2022-06-18 20:20:35
270,East,Sports,4170.14,2022-08-28 13:23:30
271,South,Electronics,4008.85,2022-03-23 07:40:29
272,West,Food,1155.82,2024-07-13 13:10:10
273,West,Food,3501.82,2024-09-06 15:30:33
274,West,Food,2738.85,2022-07-04 00:09:22
275,North,Sports,4931.58,2024-01-22 03:35:17
276,West,Sports,1871.73,2022-10-09 12:32:00
277,North,Clothing,3879.13,2023-02-04 11:31:37
278,South,Clothing,1913.38,2024-08-15 17:27:17
279,North,Clothing,2044.6,2023-11-22 17:38:54
280,South,Food,643.86,2024-08-29 17:04:34
281,West,Sports,1274.34,2024-01-18 02:22:09
282,West,Food,905.97,2024-08-31 10:07:59
283,South,Clothing,880.08,2022-11-16 16:16:15
284,East,Sports,144.18,2024-06-07 17:40:43
285,South,Furniture,3989.53,2024-09-05 10:23:08
286,East,Electronics,2392.86,2023-09-16 09:36:26
287,North,Electronics,4040.42,2022-12-19 00:47:34
288,North,Clothing,3101.5,2023-02-22 11:55:37
289,North,Food,4173.55,2024-10-27 20:34:00
290,West,Furniture,2568.45,2023-11-18 09:26:52
291,North,Sports,560.8,2024-03-14 22:45:10
292,East,Food,3122.14,2023-02-25 00:12:03
293,North,Clothing,3421.05,2022-09-17 18:17:53
294,South,Food,3169.87,2022-04-17 00:24:05
295,South,Clothing,4026.55,2024-08-27 12:49:35
296,West,Electronics,3684.35,2023-03-29 19:18:22
297,South,Electronics,2219.9,2022-02-05 22:56:48
298,East,Food,4113.61,2023-03-28 09:33:55
299,North,Furniture,3489.75,2023-07-06 00:33:15
300,West,Sports,689.8,2023-04-28 13:29:52
301,North,Clothing,2745.38,2022-02-28 14:16:52
302,North,Sports,3669.92,2022-10-18 07:21:00
303,East,Electronics,2811.11,2024-04-02 08:12:53
304,South,Furniture,4750.24,2022-07-05 22:17:18
305,South,Furniture,597.31,2022-07-14 22:09:11
306,North,Sports,3639.38,2022-05-11 17:44:51
307,West,Electronics,4139.81,2023-03-30 04:26:30
308,South,Sports,3543.0,2023-09-15 02:03:38
309,West,Food,1989.37,2022-08-01 16:31:10
310,South,Furniture,1988.85,2023-07-17 17:46:27
311,West,Furniture,2974.18,2022-04-26 19:49:17
312,East,Food,2045.78,2022-03-17 20:42:52
313,West,Electronics,4427.6,2023-02-13 23:59:42
314,East,Furniture,638.66,2024-02-19 06:54:57
315,East,Clothing,3231.87,2023-03-18 05:19:51
316,West,Clothing,757.16,2022-04-13 17:21:56
317,East,Electronics,2746.78,2022-05-27 13:02:49
318,North,Food,3606.35,2024-01-18 12:32:19
319,East,Sports,911.0,2024-01-10 00:19:39
320,South,Electronics,3549.76,2023-08-06 08:14:53
321,West,Sports,785.9,2024-04-29 09:25:37
322,North,Electronics,3140.71,2023-06-13 07:11:02
323,West,Clothing,2577.21,2024-01-30 13:46:16
324,South,Food,1560.57,2024-05-05 19:33:58
325,South,Clothing,646.59,2024-03-31 13:29:44
326,South,Food,3705.69,2022-04-19 01:56:59
327,East,Sports,1970.85,2023-09-14 01:42:33
328,East,Electronics,524.0,2024-03-06 16:02:38
329,West,Furniture,3886.67,2024-11-25 16:07:05
330,West,Furniture,1241.18,2022-11-04 08:54:36
331,North,Food,3708.62,2022-06-25 11:51:22
332,North,Food,2868.0,2024-11-02 09:25:09
333,West,Clothing,1053.19,2024-11-24 22:04:23
334,East,Furniture,474.39,2024-09-09 08:11:22
335,South,Clothing,3006.92,2022-09-06 00:03:47
336,West,Sports,223.54,2022-09-16 04:18:09
337,North,Furniture,420.78,2024-10-09 18:31:33
338,East,Sports,3540.87,2024-07-25 09:45:48
339,West,Electronics,2740.48,2023-02-26 08:11:08
340,West,Clothing,1698.85,2023-02-18 12:48:29
341,East,Food,2742.22,2024-04-05 04:45:12
342,West,Furniture,2999.08,2024-11-07 17:47:19
343,East,Clothing,2869.9,2023-09-21 06:08:34
344,South,Food,3248.51,2024-06-16 02:27:48
345,East,Electronics,4707.41,2024-06-07 11:45:57
346,East,Furniture,2005.01,2024-11-27 01:33:58
347,East,Sports,1575.64,2024-04-17 00:26:25
348,West,Electronics,288.33,2024-12-29 23:46:45
349,West,Food,820.66,2023-05-16 00:40:49
350,East,Furniture,620.62,2023-01-20 22:17:43
351,West,Furniture,1743.68,2024-07-23 21:15:13
352,North,Electronics,3088.95,2024-02-18 00:27:15
353,North,Furniture,327.04,2024-06-09 21:08:06
354,West,Food,3665.56,2024-07-01 16:08:18
355,West,Electronics,2047.42,2023-02-13 08:24:41
356,East,Sports,4821.17,2023-01-25 05:48:41
357,South,Electronics,2885.09,2023-06-06 16:59:19
358,West,Electronics,3879.68,2022-09-01 13:09:44
359,North,Sports,4319.79,2022-03-14 16:47:24
360,East,Food,4455.35,2023-10-25 11:31:19
361,West,Clothing,2640.46,2023-07-03 13:02:50
362,North,Clothing,2044.04,2023-12-12 16:03:02
363,North,Sports,2846.52,2022-09-30 03:00:03
364,South,Food,2070.14,2023-09-28 07:01:32
365,East,Furniture,1279.5,2024-11-29 18:51:05
366,East,Sports,1687.21,2024-07-23 07:12:41
367,South,Clothing,1240.57,2023-06-18 19:48:06
368,South,Food,1420.24,2023-06-10 07:43:20
369,East,Electronics,558.68,2023-07-12 17:58:51
370,East,Food,2189.67,2023-05-07 15:24:56
371,West,Food,1252.89,2022-08-31 14:32:24
372,West,Clothing,2297.0,2022-08-22 04:01:29
373,South,Clothing,3981.77,2022-03-22 10:30:35
374,West,Furniture,2296.73,2022-07-07 19:12:46
375,North,Furniture,4777.6,2024-12-14 02:52:59
376,West,Sports,824.4,2022-11-09 19:12:29
377,West,Electronics,4266.3,2022-09-29 10:46:13
378,North,Furniture,1316.46,2023-04-25 08:28:06
379,South,Clothing,4676.27,2023-06-28 02:42:09
380,North,Food,1213.02,2024-08-13 08:14:58
381,West,Sports,3760.11,2023-06-16 20:35:17
382,South,Furniture,404.38,2023-01-30 22:10:26
383,West,Food,3186.09,2023-06-26 00:38:44
384,North,Food,1171.5,2022-02-20 19:07:24
385,North,Furniture,3383.85,2023-12-06 14:00:51
386,West,Electronics,3215.56,2022-04-06 15:54:15
387,East,Electronics,4626.11,2023-05-25 08:17:02
388,East,Sports,3170.71,2023-10-07 05:22:32
389,North,Electronics,2100.42,2023-07-16 15:29:54
390,North,Sports,1048.48,2023-01-17 21:57:26
391,East,Clothing,3321.51,2022-12-18 23:12:06
392,East,Furniture,670.2,2023-05-03 00:32:32
393,West,Food,4159.73,2024-05-01 15:12:25
394,West,Sports,1311.94,2022-02-10 18:54:08
395,East,Electronics,2668.38,2023-03-07 05:53:11
396,West,Sports,3020.14,2022-09-19 01:24:30
397,West,Sports,1876.2,2023-07-30 12:16:18
398,South,Electronics,3352.98,2022-01-21 22:14:30
399,West,Electronics,1326.06,2024-09-19 20:44:39
400,North,Furniture,269.66,2023-02-11 16:21:00
401,West,Food,4800.41,2022-05-29 02:25:04
402,West,Furniture,1668.22,2022-09-30 02:02:14
403,East,Furniture,3595.96,2024-12-24 08:07:00
404,North,Electronics,2586.91,2022-11-25 19:13:18
405,West,Electronics,3378.09,2024-09-20 17:18:41
406,West,Food,643.59,2023-11-03 10:07:55
407,South,Sports,2642.35,2022-07-27 15:11:17
408,West,Furniture,2021.88,2023-09-25 00:12:58
409,West,Food,2314.06,2024-12-11 06:04:56
410,South,Furniture,4834.42,2022-11-21 22:34:52
411,East,Sports,767.82,2024-07-28 19:50:26
412,West,Furniture,3798.03,2022-11-23 01:31:50
413,South,Clothing,1718.68,2022-01-12 14:44:26
414,North,Food,1522.75,2024-06-12 20:40:25
415,East,Electronics,1426.81,2024-03-09 14:39:23
416,North,Furniture,1809.03,2022-01-25 18:25:34
417,North,Food,1849.87,2024-03-26 16:58:27
418,South,Food,1426.66,2023-11-27 21:07:20
419,West,Furniture,3370.72,2024-07-01 23:46:34
420,South,Electronics,333.84,2022-04-15 21:06:19
421,South,Electronics,1728.24,2023-12-21 02:23:03
422,South,Furniture,1473.01,2023-09-04 11:34:45
423,South,Food,3781.95,2022-10-13 23:00:33
424,East,Electronics,817.84,2023-08-12 00:53:11
425,West,Furniture,4709.37,2022-06-05 10:45:49
426,North,Furniture,935.54,2023-01-13 09:25:30
427,North,Furniture,1913.13,2023-07-09 08:08:33
428,West,Food,1078.53,2023-10-10 08:53:48
429,North,Electronics,1504.82,2022-08-24 20:29:42
430,West,Food,3829.02,2022-01-26 02:49:24
431,North,Clothing,2434.38,2022-08-12 19:08:09
432,South,Electronics,896.62,2024-06-28 14:52:34
433,North,Food,328.51,2022-05-15 03:49:33
434,West,Electronics,1226.59,2022-03-02 22:19:34
435,West,Clothing,4733.45,2023-12-28 17:26:51
436,West,Sports,4242.05,2024-02-25 01:22:42
437,West,Furniture,2256.85,2022-08-24 13:28:37
438,West,Food,2461.78,2024-11-10 23:25:23
439,East,Clothing,4506.89,2024-07-13 01:55:05
440,East,Clothing,2997.59,2022-11-23 03:44:33
441,North,Electronics,4415.76,2024-06-18 07:27:52
442,West,Electronics,2510.01,2022-03-06 14:16:37
443,North,Furniture,1080.48,2022-06-18 22:18:39
444,West,Electronics,3657.04,2024-07-12 18:44:52
445,West,Food,2679.33,2022-04-13 01:18:52
446,East,Food,3375.35,2022-07-01 06:58:44
447,East,Food,870.43,2023-07-13 16:25:43
448,South,Sports,3273.25,2023-03-28 11:40:20
449,East,Food,1973.06,2022-01-03 05:30:31
450,South,Electronics,1726.79,2024-10-25 04:47:47
451,South,Electronics,3390.23,2023-09-17 02:21:18
452,South,Food,3001.97,2024-08-29 22:55:29
453,South,Clothing,3280.63,2024-09-20 16:12:58
454,South,Clothing,4830.13,2022-08-09 21:18:27
455,North,Clothing,3535.86,2024-10-29 18:36:51
456,East,Furniture,3240.4,2023-02-05 04:44:00
457,South,Sports,3106.41,2024-07-22 18:14:17
458,West,Food,2053.7,2023-12-27 19:52:25
459,East,Furniture,4212.04,2022-03-09 15:58:07
460,East,Clothing,1966.6,2023-11-04 06:40:48
461,South,Food,3531.19,2024-09-20 10:24:04
462,North,Furniture,1536.4,2024-11-17 16:33:55
463,South,Electronics,824.01,2023-11-09 01:34:17
464,North,Clothing,735.84,2022-01-07 16:46:55
465,West,Furniture,3209.34,2022-07-28 10:22:19
466,East,Electronics,1706.98,2024-02-01 01:22:26
467,West,Clothing,1447.74,2022-09-05 01:41:47
468,North,Sports,3001.09,2023-02-25 18:30:59
469,North,Clothing,225.78,2024-09-24 14:25:08
470,West,Sports,1306.51,2023-08-21 14:15:52
471,North,Sports,1768.68,2023-05-13 21:06:58
472,West,Sports,3571.03,2022-10-17 04:11:05
473,East,Food,2770.51,2023-10-30 07:51:57
474,West,Food,4294.34,2023-04-01 15:32:32
475,East,Sports,1739.08,2023-09-22 08:05:40
476,West,Electronics,1552.56,2024-04-26 13:21:23
477,North,Sports,262.67,2024-10-25 00:23:45
478,West,Furniture,4763.41,2022-04-22 21:36:46
479,North,Sports,2557.31,2023-02-17 03:39:07
480,West,Food,2562.37,2024-12-11 00:58:51
481,West,Food,4624.84,2022-07-21 00:49:43
482,South,Furniture,1520.6,2023-08-14 23:32:08
483,North,Furniture,1727.32,2022-02-10 19:52:48
484,South,Clothing,3316.1,2024-12-26 14:20:02
485,North,Electronics,3947.36,2022-09-10 02:05:34
486,South,Electronics,3526.62,2023-11-11 01:18:39
487,East,Electronics,3964.72,2024-03-17 01:39:02
488,West,Food,2918.03,2023-02-10 04:13:48
489,North,Electronics,4327.84,2023-08-28 23:06:34
490,North,Clothing,2795.52,2024-08-14 23:40:55
491,West,Clothing,1223.77,2022-02-28 16:25:43
492,North,Electronics,2754.34,2023-04-21 01:20:04
493,North,Furniture,3593.43,2024-03-05 13:31:22
494,South,Clothing,3302.52,2024-12-21 05:19:29
495,North,Furniture,1290.78,2022-03-10 02:03:00
496,East,Food,301.28,2023-03-21 23:32:51
497,East,Clothing,1337.16,2023-06-29 12:54:28
498,West,Furniture,4921.81,2024-12-13 08:12:32
499,North,Electronics,1003.88,2023-10-04 03:01:18
500,West,Food,2375.42,2023-08-26 09:02:10
501,East,Sports,3227.89,2023-01-26 15:24:25
502,North,Sports,4409.42,2022-09-05 14:43:26
503,North,Electronics,3825.27,2024-08-12 07:09:45
504,West,Food,4553.87,2023-01-06 01:25:33
505,East,Food,3061.48,2023-11-04 08:02:55
506,North,Food,4340.06,2024-08-17 02:51:52
507,West,Food,1392.83,2022-10-11 05:06:47
508,East,Sports,2209.77,2024-02-24 09:28:42
509,West,Furniture,4234.49,2024-07-15 19:39:23
510,South,Food,1695.26,2024-03-22 02:23:50
511,North,Furniture,4368.99,2024-09-27 16:58:11
512,South,Food,1879.26,2024-12-01 00:31:22
513,East,Clothing,1880.63,2024-07-03 03:18:07
514,South,Clothing,1614.26,2022-11-17 07:21:13
515,South,Clothing,2780.02,2024-12-03 06:27:04
516,East,Food,732.44,2024-01-01 03:25:31
517,West,Furniture,279.35,2024-09-02 01:34:25
518,South,Sports,4497.32,2022-06-19 00:43:48
519,West,Electronics,4651.8,2022-11-02 20:58:03
520,South,Sports,473.24,2022-09-11 09:53:13
521,West,Food,2793.52,2024-09-28 18:48:25
522,East,Clothing,2744.44,2023-11-12 08:25:19
523,South,Clothing,1924.91,2022-02-02 02:14:35
524,East,Furniture,2887.63,2022-02-18 06:18:16
525,South,Food,2344.78,2022-05-17 12:36:16
526,East,Sports,2499.21,2022-04-23 17:20:48
527,East,Food,3801.15,2024-10-12 18:16:05
528,South,Food,2677.21,2023-09-09 05:36:14
529,South,Clothing,1685.92,2024-02-03 23:05:01
530,South,Sports,2949.13,2023-04-11 11:36:55
531,North,Electronics,3239.69,2022-02-27 14:48:39
532,West,Clothing,3345.33,2024-10-22 09:49:54
